DATA,PERIODO,NOME_EVENTO,DISTANCIA,MEDALHA,INFANTIL,LOCAL,MODALIDADE,VALOR,SITE
08/06/2025,,Reebok Extra Mile 2025 - São Paulo,,,,São Paulo - Zona Oeste,Atletismo, Corrida de rua,
08/06/2025,Manhã,Ceret - Circuito Popular de corrida de São Paulo 2025,,,,São Paulo - Zona Leste,Corrida de rua, Corrida infantil,
08/06/2025,Manhã,Toth Run 2025 - Ribeirão Pires,,,,Ribeirão Pires-SP,Corrida de rua, Corrida infantil,
08/06/2025,Manhã,Let's Run Girl - junho de 2025 - Parque Ecológico do Tietê,,,,São Paulo - Zona Leste,Corrida de rua, Corrida de trilha, Corrida feminina
08/06/2025,Manhã,Circuito Popular de corrida de São Paulo 2025,N/I,SIM,SIM,Ceret ,Corrida de Rua,Gratuito,https://esportividade.com.br/evento/ceret-circuito-popular-de-corrida-de-sao-paulo-2025/
14/06/2025,,Tricolor Run noturna de 2025 - est�dio do Morumbi,,,,São Paulo - Zona Oeste,Corrida de rua, Corrida infantil,
15/06/2025,,Eco Run 2025 - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/eco-run-2025-sao-paulo/
15/06/2025,,Circuito Cidades Paulistas 2025 - etapa Piracicaba 2,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/circuito-cidades-paulistas-2025-etapa-piracicaba-2/
15/06/2025,Manhã,Maratona Internacional de Praia Grande 2025,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/maratona-internacional-de-praia-grande-2025/
15/06/2025,Manhã,Athenas 25k 2025 - Run Stronger - São Paulo,,,,São Paulo - Zona Oeste,Corrida de rua, Corrida infantil,
15/06/2025,Manhã,São Paulo Classic Run 2025 - centro hist�rico,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/sao-paulo-classic-run-2025-centro-historico/
15/06/2025,Manhã,Circuito Pague Menos 2025 - etapa Itu,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/circuito-pague-menos-2025-etapa-itu/
15/06/2025,Manhã,Athenas 21.1k 2025 - Run Stronger - São Paulo,6/12/18/25,SIM,NÃO,Parque do Povo,Corrida de Rua,a partir de R$ 159,90 + taxa,https://iguanasports.com.br/blogs/calendario-corridas-de-rua/athenas-run-faster-2026
15/06/2025,Manhã,Athenas Kids 2025 - Run Stronger - São Paulo,N/I,SIM,SIM,Parque do Povo,Corrida de Rua,a partir de R$ 159,90 + taxa,https://iguanasports.com.br/blogs/calendario-corridas-de-rua/athenas-run-faster-2027
21/06/2025,,2° Corrida do Orgulho LGBT+ - 2025,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/2a-corrida-do-orgulho-lgbt-2025/
21/06/2025,,Urban Jungle Run 2025 - Horto e Cantareira - São Paulo,,,,São Paulo - Zona Norte,Corrida de rua,,https://esportividade.com.br/evento/urban-jungle-run-2025-horto-e-cantareira-sao-paulo/
22/06/2025,Manhã,Sesc Paulista - Treino de corrida gratuito - 22 de junho de 2025,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/sesc-paulista-treino-de-corrida-gratuito-22-de-junho-de-2025/
29/06/2025,,Corrida Superman & Supergirl 2025 - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/corrida-superman-supergirl-2025-sao-paulo/
29/06/2025,,Circuito das Estações 2025 - etapa Inverno - São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/circuito-das-estacoes-2025-etapa-inverno-sao-paulo/
29/06/2025,,Etapa MorumbiShopping de 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/etapa-market-place-de-2025-santander-trackfield-run-series/
29/06/2025,,4° Passeio Ciclistico do Parque - 2025,,,,São Paulo - Zona Sul,Ciclismo,,https://esportividade.com.br/evento/4o-passeio-ciclistico-do-parque-2025/
29/06/2025,Manhã,22° Meia Maratona de Santo André - 2025,,,,Santo André-SP,Corrida de rua, Corrida infantil,
29/06/2025,Manhã,Corrida e Caminhada Um Só Sangue 2025 - São Paulo,,,,São Paulo - Zona Norte,Corrida de rua, Corrida infantil,
29/06/2025,Manhã,Circuito das Estações 2025 - etapa Inverno - São Paulo,5/10/13,SIM,NÃO,Praça Charles Miller/Pacaembu,Corrida de Rua,a partir de R$ 215,99,http://www.circuitodasestacoes.com.br
06/07/2025,,Os Smurfs Run 2025 - São Paulo,,,,São Paulo - Zona Oeste,Corrida de rua, Corrida infantil,
06/07/2025,,Multishow Run Festival 2025 - São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/multishow-music-run-2025-sao-paulo/
06/07/2025,,28° Corrida do Bombeiro - 2025 - Ipiranga - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/28a-corrida-do-bombeiro-2025-ipiranga-sao-paulo/
06/07/2025,,Circuito Cidades Paulistas 2025 - etapa Piracicaba 3,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/circuito-cidades-paulistas-2025-etapa-piracicaba-3/
06/07/2025,Manhã,Hoka Speed Run 2025 - São Paulo,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/hoka-speed-run-2025-sao-paulo/
06/07/2025,Manhã,Pirituba - Circuito Popular de corrida de São Paulo 2025,,,,São Paulo - Zona Norte,Corrida de rua, Corrida infantil,
06/07/2025,Manhã,Porto Track&Field Experience Running 2025 - Ceret,,,,São Paulo - Zona Leste,Corrida de rua,,https://esportividade.com.br/evento/porto-trackfield-experience-running-2025-ceret/
06/07/2025,Manhã,Circuito Popular de corrida de São Paulo 2025,5,SIM,SIM,Pirituba ,Corrida de Rua,Gratuito,https://esportividade.com.br/evento/pirituba-circuito-popular-de-corrida-de-sao-paulo-2025/
09/07/2025,,1° Kids Run do Butantã Shopping - 2025,,,,São Paulo - Zona Oeste,Corrida infantil,,https://esportividade.com.br/evento/1a-kids-run-do-butanta-shopping-2025/
13/07/2025,,Etapa de São Paulo de julho - LIVE! RUN XP 2025,,,,São Paulo - Zona Sul,Corrida de rua, Corrida infantil,
13/07/2025,,2° Center Norte de 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Norte,Corrida de rua, Corrida infantil,
13/07/2025,,Só Quero Pedalar - julho de 2025 - São Paulo,,,,São Paulo - Zona Oeste,Ciclismo,,https://esportividade.com.br/evento/so-quero-pedalar-julho-de-2025-sao-paulo/
20/07/2025,,Shopping Eldorado 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/shopping-eldorado-2025-santander-trackfield-run-series/
20/07/2025,,Circuito Cidades Paulistas 2025 - etapa São Carlos,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/circuito-cidades-paulistas-2025-etapa-sao-carlos/
20/07/2025,,Blue Run 2025 - Circuito Porto - etapa do Ipiranga - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/blue-run-2025-circuito-porto-etapa-do-ipiranga-sao-paulo/
20/07/2025,Manhã,Sesc Paulista - Treino de corrida gratuito - 20 de julho de 2025,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/sesc-paulista-treino-de-corrida-gratuito-20-de-julho-de-2025/
20/07/2025,Manhã,Corrida e Caminhada Eu Mulher 2025 - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua, Corrida feminina,
26/07/2025,Noite,Night Race Mogi das Cruzes 2025,,,,Mogi das Cruzes-SP,Corrida de rua,,https://esportividade.com.br/evento/night-race-mogi-das-cruzes-2025/
27/07/2025,,Etapa Jardim Botânico 2025 - Plaza Sul - Santander Track&Field Run Series,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/etapa-jardim-botanico-2025-plaza-sul-santander-trackfield-run-series/
27/07/2025,,11° Corrida do Shopping Aricanduva - 2025,,,,São Paulo - Zona Leste,Corrida de rua,,https://esportividade.com.br/evento/11a-caorrida-do-shopping-aricanduva-2025/
27/07/2025,,Etapa Sesc Catanduva - Circuito Sesc de corridas 2025,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/etapa-sesc-catanduva-circuito-sesc-de-corridas-2025/
27/07/2025,Manhã,On SP City Marathon e SP City Half Marathon 2025,,,,São Paulo - Centro, São Paulo - Zona Oeste, São Paulo - Zona Sul,Corrida de rua
27/07/2025,Manhã,3° Meia Maratona Internacional de Guarulhos - GRU 21k - 2025,,,,Guarulhos-SP,Corrida de rua,,https://esportividade.com.br/evento/3a-meia-maratona-internacional-de-guarulhos-gru-21k-2025/
03/08/2025,,Corrida Rústica Sesc Interlagos - Circuito Sesc de corridas 2025,,,,São Paulo - Zona Sul,Corrida de rua, Corrida de trilha,
03/08/2025,,2° JK Iguatemi de 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/2a-jk-iguatemi-de-2025-santander-trackfield-run-series/
03/08/2025,Manhã,3° Cãominhada do Parque da Cidade - 2025,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/3a-caominhada-do-parque-da-cidade-2025/
09/08/2025,,Etapa de Campinas Aeroporto - LIVE! RUN XP 2025,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/etapa-de-campinas-aeroporto-live-run-xp-2025/
10/08/2025,,Etapa Pompeia/praça Charles Miller 2025 - diurna - Santander Track&Field Run Series,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/etapa-pompeia-praca-charles-miller-2025-diurna-santander-trackfield-run-series/
10/08/2025,,New Balance 15k 2025 - São Paulo,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/new-balance-15k-2025-sao-paulo/
10/08/2025,,Bravus Race 2025 - Monster - São Paulo,,,,Interior/litoral-SP,Corrida de obst�culos,,https://esportividade.com.br/evento/bravus-race-2025-monster-sao-paulo/
10/08/2025,Manhã,Penha - Circuito Popular de corrida de São Paulo 2025,,,,São Paulo - Zona Leste,Corrida de rua, Corrida infantil,
10/08/2025,Manhã,Circuito Popular de corrida de São Paulo 2025,5,SIM,SIM,Penha ,Corrida de Rua,Gratuito,https://esportividade.com.br/evento/penha-circuito-popular-de-corrida-de-sao-paulo-2025/
17/08/2025,,Circuito Juntos Bota pra Correr 2025 - São Paulo - agosto,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/circuito-juntos-2025-sao-paulo-junho/
17/08/2025,,2° Shopping Cidade Jardim de 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/2a-shopping-cidade-jardim-de-2025-santander-trackfield-run-series/
17/08/2025,,SP Kids Run 2025 - shopping SP Market,,,,São Paulo - Zona Sul,Corrida infantil,,https://esportividade.com.br/evento/sp-kids-run-2025-shopping-sp-market/
17/08/2025,Manhã,Circuito Pague Menos 2025 - etapa Piracicaba,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/circuito-pague-menos-2025-etapa-piracicaba/
17/08/2025,Manhã,Butantã/USP - Circuito Popular de corrida de São Paulo 2025,,,,São Paulo - Zona Oeste,Corrida de rua, Corrida infantil,
17/08/2025,Manhã,Circuito Popular de corrida de São Paulo 2025,10,SIM,SIM,Butantã/USP,Corrida de Rua,Gratuito,https://esportividade.com.br/evento/butanta-usp-circuito-popular-de-corrida-de-sao-paulo-2025/
24/08/2025,,Mooca Plaza Shopping 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Leste,Corrida de rua, Corrida infantil,
24/08/2025,,Netshoes Run 2025 - São Paulo,,,,São Paulo - Zona Oeste,Corrida de rua, Corrida infantil,
24/08/2025,,Eco Run 2025 - Piracicaba,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/eco-run-2025-piracicaba/
24/08/2025,,Corrida da Academia do Barro Branco 2025 - centro de São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/corrida-da-academia-do-barro-branco-2025-centro-de-sao-paulo/
24/08/2025,Manhã,Maratona Fila 2025 - São Paulo,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/maratona-fila-2025-sao-paulo/
24/08/2025,Manhã,Parque Shopping Maia 2025 - Santander Track&Field Run Series,,,,Guarulhos-SP,Corrida de rua, Corrida infantil,
31/08/2025,,Ladybug Family Sports 2025 - São Paulo,,,,São Paulo - Zona Norte,Corrida de rua, Corrida infantil,
31/08/2025,,Corporate Run 2025 - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/corporate-run-2025-sao-paulo/
31/08/2025,,Meia maratona do Circuito Popular de corrida de São Paulo 2025 - Itaquera,,,,São Paulo - Zona Leste,Corrida de rua, Corrida infantil,
31/08/2025,Manhã,Run The Bridge 2025 - ponte estaiada - São Paulo,,,,São Paulo - Zona Oeste, São Paulo - Zona Sul,Corrida de rua,
31/08/2025,Manhã,Shopping ABC 2025 - Santander Track&Field Run Series,,,,Santo André-SP,Corrida de rua, Corrida infantil,
31/08/2025,Manhã,Sesc Paulista - Treino de corrida gratuito - 31 de agosto de 2025,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/sesc-paulista-treino-de-corrida-gratuito-31-de-agosto-de-2025/
31/08/2025,Manhã,Meia maratona do Circuito Popular de corrida de São Paulo 2025,21,097,SIM,SIM,Itaquera,Corrida de Rua,Gratuito,https://esportividade.com.br/evento/meia-maratona-do-circuito-popular-de-corrida-de-sao-paulo-2025-itaquera/
07/09/2025,,Trof�u da Independência do Brasil 2025,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/trofeu-da-independencia-do-brasil-2025/
07/09/2025,,Circuito das Estações 2025 - etapa Primavera - São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/circuito-das-estacoes-2025-etapa-primavera-sao-paulo/
07/09/2025,Manhã,Parque do Trote - Circuito Popular de corrida de São Paulo 2025,,,,São Paulo - Zona Norte,Corrida de rua, Corrida de trilha, Corrida infantil
07/09/2025,Manhã,Circuito Popular de corrida de São Paulo 2025,5,SIM,SIM,Parque do Trote,Corrida de Rua,Gratuito,https://esportividade.com.br/evento/parque-do-trote-circuito-popular-de-corrida-de-sao-paulo-2025/
07/09/2025,Manhã,Circuito das Estações 2025 - etapa Primavera - São Paulo,5/10/13,SIM,NÃO,Praça Charles Miller/Pacaembu,Corrida de Rua,a partir de R$ 215,99,http://www.circuitodasestacoes.com.br
13/09/2025,,Batman & Batgirl Run Series 2025 - São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/batman-batgirl-run-series-2025-sao-paulo/
13/09/2025,,Night Run 2025 - Campinas,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/night-run-2025-campinas/
14/09/2025,,Corrida Esporte Clube Pinheiros 126 anos - 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/corrida-esporte-clube-pinheiros-126-anos-2025-santander-trackfield-run-series/
14/09/2025,Manhã,Run Arujá 2025,,,,Arujá-SP,Corrida de rua,,https://esportividade.com.br/evento/run-aruja-2025/
14/09/2025,Manhã,Corridas de Montanha 2025 - etapa Mairiporã,,,,Mairiporã-SP,Corrida de montanha,,https://esportividade.com.br/evento/corridas-de-montanha-2025-etapa-mairipora/
20/09/2025,,Pedalada Noturna do Sesc Pinheiros 2025 - Semana Move,,,,São Paulo - Centro, São Paulo - Zona Oeste, São Paulo - Zona Sul,Ciclismo
20/09/2025,Noite,Etapa Higienópolis/praça Charles Miller 2025 - noturna - Santander Track&Field Run Series,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/etapa-higienopolis-praca-charles-miller-2025-noturna-santander-trackfield-run-series/
21/09/2025,,Ironman 70.3 São Paulo 2025,,,,São Paulo - Zona Oeste,Triatlo,,https://esportividade.com.br/evento/ironman-70-3-sao-paulo-2025/
21/09/2025,,Corrida Circuito Assaí 2025 - São Paulo,,,,São Paulo - Zona Leste,Corrida de rua,,https://esportividade.com.br/evento/corrida-circuito-assai-2025-sao-paulo/
21/09/2025,Manhã,Parque Dom Pedro Shopping 21,097 km 2025 - Santander Track&Field Run Series,,,,Interior/litoral-SP,Corrida de rua,
21/09/2025,Manhã,95° Volta da Penha - 2025,,,,São Paulo - Zona Leste,Corrida de rua,,https://esportividade.com.br/evento/95a-volta-da-penha-2025/
27/09/2025,Tarde,Circuito Pague Menos 2025 - etapa noturna Paul�nia,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/circuito-pague-menos-2025-etapa-noturna-paulinia/
28/09/2025,,31° Corrida e Caminhada do Pão de Açúcar - 2025 - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/31a-corrida-e-caminhada-do-pao-de-acucar-2025-sao-paulo/
28/09/2025,,Corrida Pela Doação de Órgãos 2025 - São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/corrida-pela-doacao-de-orgaos-2025-sao-paulo/
28/09/2025,,3° Corrida Plié Pela Primeira Vez - setembro de 2025 - São Paulo,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/3a-corrida-plie-2025-setembro-sao-paulo/
28/09/2025,,Etapa Sesc Presidente Prudente - Circuito Sesc de corridas 2025,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/etapa-sesc-presidente-prudente-circuito-sesc-de-corridas-2025/
28/09/2025,,5° Pet Run - 2025 - shopping Eldorado,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/5a-pet-run-2025-shopping-eldorado/
28/09/2025,Manhã,Sesc Paulista - Treino de corrida gratuito - 28 de setembro de 2025,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/sesc-paulista-treino-de-corrida-gratuito-28-de-setembro-de-2025/
05/10/2025,,2° Shopping Vila Olímpia 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/2a-shopping-vila-olimpia-2025-santander-trackfield-run-series/
05/10/2025,,20�°Corrida do Shopping Aricanduva - Aricanduva Run - 2025,,,,São Paulo - Zona Leste,Corrida de rua,,https://esportividade.com.br/evento/20a-corrida-do-shopping-aricanduva-aricanduva-run-2025/
05/10/2025,Manhã,7° SP Pink Run - 2025 - shopping SP Market,,,,São Paulo - Zona Sul,Corrida de rua, Corrida feminina,
11/10/2025,,5° Cau Saad no shopping Parque da Cidade - outubro de 2025,,,,São Paulo - Zona Sul,Treinamento funcional,,https://esportividade.com.br/evento/5o-cau-saad-no-shopping-parque-da-cidade-outubro-de-2025/
12/10/2025,,Corrida Cartoon 2025 - São Paulo,,,,São Paulo - Zona Norte,Corrida de rua, Corrida infantil,
12/10/2025,,Corrida Kids 2025 - Instituto Olga Kos - outubro,,,,São Paulo - Zona Sul,Atletismo, Corrida infantil,
12/10/2025,Manhã,62° Corrida e Caminhada Contra o Câncer de Mama - 2025  - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/62a-corrida-e-caminhada-contra-o-cancer-de-mama-2025-sao-paulo/
18/10/2025,,2° Kids Run do Parque da Cidade - 2025,,,,São Paulo - Zona Sul,Corrida infantil,,https://esportividade.com.br/evento/2a-kids-run-do-parque-da-cidade-2025/
18/10/2025,,Ultra BM 2025 - corrida Bertioga-Maresias,,,,Interior/litoral-SP,Corrida de rua, Corrida de trilha,
18/10/2025,Tarde,Corrida Só Delas 2025,,,,São Paulo - Zona Leste,Corrida de rua,,https://esportividade.com.br/evento/corrida-so-delas-2025/
19/10/2025,,3° Center Norte de 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Norte,Corrida de rua, Corrida infantil,
19/10/2025,,62° Volta da USP - 2025,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/62a-volta-da-usp-2025/
19/10/2025,Manhã,Athenas 28k 2025 - Run Longer - São Paulo,,,,São Paulo - Zona Oeste,Corrida de rua, Corrida infantil,
19/10/2025,Manhã,SporTV Run 2025 - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/sportv-run-2025-sao-paulo/
19/10/2025,Manhã,MackRun 2025 - corrida do Mackenzie - São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/mackrun-2025-corrida-do-mackenzie-sao-paulo/
19/10/2025,Manhã,Athenas 21.1k 2025 - Run Longer - São Paulo,7/14/21.1/28,SIM,NÃO,Parque do Povo,Corrida de Rua,a partir de R$ 159,90 + taxa,https://iguanasports.com.br/blogs/calendario-corridas-de-rua/athenas-run-faster-2027
19/10/2025,Manhã,Athenas Kids 2025 - Run Longer - São Paulo,N/I,SIM,SIM,Parque do Povo,Corrida de Rua,a partir de R$ 159,90 + taxa,https://iguanasports.com.br/blogs/calendario-corridas-de-rua/athenas-run-faster-2027
26/10/2025,,São Paulo Classic Run 2025 - marginal Pinheiros,,,,São Paulo - Zona Oeste, São Paulo - Zona Sul,Corrida de rua,
26/10/2025,,Corrida da Barbie 2025 - Barbie Run - São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/corrida-da-barbie-2025-barbie-run-sao-paulo/
26/10/2025,,Circuito Biomas 2025 - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/circuito-biomas-2025-sao-paulo/
26/10/2025,,Corrida Sesc Santos - Circuito Sesc de corridas 2025,,,,Interior/litoral-SP,Corrida de rua, Corrida de trilha,
26/10/2025,,Circuito Airport & Run 2025 - Cumbica (GRU) - aeroporto de Guarulhos,,,,Guarulhos-SP,Corrida de rua,,https://esportividade.com.br/evento/circuito-airport-run-2025-cumbica-gru-aeroporto-de-guarulhos/
26/10/2025,Manhã,Circuito Pague Menos 2025 - etapa Mogi Guaçu,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/circuito-pague-menos-2025-etapa-mogi-guacu/
26/10/2025,Manhã,Sesc Paulista - Treino de corrida gratuito - 26 de outubro de 2025,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/sesc-paulista-treino-de-corrida-gratuito-26-de-outubro-de-2025/
01/11/2025,,Night Run 2025 - etapa 2 - São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/night-run-2025-etapa-2-sao-paulo/
02/11/2025,,3° JK Iguatemi de 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/3a-jk-iguatemi-de-2025-santander-trackfield-run-series/
09/11/2025,,5° Passeio Ciclistico do Parque - 2025,,,,São Paulo - Zona Sul,Ciclismo,,https://esportividade.com.br/evento/5o-passeio-ciclistico-do-parque-2025/
16/11/2025,,Meia de Sampa 2025,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/meia-de-sampa-2025/
16/11/2025,,Circuito de Corridas Caixa - Ibirapuera - 2025,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/circuito-de-corridas-caixa-ibirapuera-2025/
16/11/2025,Manhã,Shopping Piracicaba 2025 - Santander Track&Field Run Series,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/shopping-piracicaba-2025-santander-trackfield-run-series/
16/11/2025,Manhã,Circuito Pague Menos 2025 - etapa Campinas,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/circuito-pague-menos-2025-etapa-campinas/
23/11/2025,,Icesp Run 2025 - corrida pelú saúde - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/icesp-run-2025-corrida-pela-saude-sao-paulo/
23/11/2025,,Storm Riders - novembro de 2025 - marginal Pinheiros,,,,São Paulo - Zona Oeste,Ciclismo,,https://esportividade.com.br/evento/storm-riders-novembro-de-2025-marginal-pinheiros/
23/11/2025,,Etapa Sesc São Carlos - Circuito Sesc de corridas 2025,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/etapa-sesc-sao-carlos-circuito-sesc-de-corridas-2025/
23/11/2025,Manhã,Sesc Paulista - Treino de corrida gratuito - 23 de novembro de 2025,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/sesc-paulista-treino-de-corrida-gratuito-23-de-novembro-de-2025/
30/11/2025,,Corrida Mulher-Maravilha 2025 - novembro - São Paulo,,,,São Paulo - Centro,Corrida de rua, Corrida feminina,
30/11/2025,,Venus Women's Half Marathon 2025 - São Paulo,,,,São Paulo - Zona Oeste,Corrida de rua, Corrida feminina,
30/11/2025,,Farol Santander (prédio do Banespa) 2025 - Santander Track&Field Run Series,,,,São Paulo - Centro,Corrida vertical,,https://esportividade.com.br/evento/farol-santander-predio-do-banespa-2025-santander-trackfield-run-series/
30/11/2025,,Etapa de Campinas II - LIVE! RUN XP 2025,,,,Interior/litoral-SP,Corrida de rua, Corrida infantil,
30/11/2025,,Bravus Race 2024 - Speed II - São Paulo,,,,Interior/litoral-SP,Corrida de obst�culos,,https://esportividade.com.br/evento/bravus-race-2024-speed-ii-sao-paulo/
30/11/2025,Manhã,Maratona Internacional Sorocaba Novembro Azul 2025,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/maratona-internacional-sorocaba-novembro-azul-2025/
07/12/2025,,Tricolor Run - dezembro de 2025 - est�dio do Morumbi,,,,São Paulo - Zona Oeste,Corrida de rua, Corrida infantil,
07/12/2025,,58° Corrida Sargento Gonzaguinha - 2025 - São Paulo,,,,São Paulo - Centro, São Paulo - Zona Norte,Corrida de rua,
07/12/2025,,3° Shopping VillaLobos de 2025 - Santander Track&Field Run Series,,,,São Paulo - Zona Oeste,Corrida de rua,,https://esportividade.com.br/evento/3a-shopping-villalobos-de-2025-santander-trackfield-run-series/
07/12/2025,,Corrida IncluSão a Toda Prova SP - dezembro de 2025 - Instituto Olga Kos,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/corrida-inclusao-a-toda-prova-sp-dezembro-de-2025-instituto-olga-kos/
07/12/2025,,Etapa Sesc Araçatuba - Corrida do Fogo - Circuito Sesc de corridas 2025,,,,Interior/litoral-SP,Corrida de rua,,https://esportividade.com.br/evento/etapa-sesc-aracatuba-circuito-sesc-de-corridas-2025/
14/12/2025,,Corrida Monte Líbano 2025 - São Paulo,,,,São Paulo - Zona Sul,Corrida de rua,,https://esportividade.com.br/evento/corrida-monte-libano-2025-sao-paulo/
14/12/2025,,24° Corrida Arrastão pela Cidadania - MPR - 2025,,,,São Paulo - Zona Oeste,Corrida de rua, Corrida infantil,
14/12/2025,,Circuito das Estações 2025 - etapa Verão - São Paulo,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/circuito-das-estacoes-2025-etapa-verao-sao-paulo/
14/12/2025,,São Silvestrinha 2025 - São Paulo,,,,São Paulo - Zona Sul,Atletismo, Corrida infantil,
21/12/2025,Manhã,Circuito das Estações 2025 - etapa Verão - São Paulo,5/10/13,SIM,NÃO,Praça Charles Miller/Pacaembu,Corrida de Rua,a partir de R$ 215,99,http://www.circuitodasestacoes.com.br
31/12/2025,,100° Corrida de São Silvestre - 2025 - centésima,,,,São Paulo - Centro,Corrida de rua,,https://esportividade.com.br/evento/100a-corrida-de-sao-silvestre-2025-centesima/
